username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
joysenguptaTOI;2017-11-11 16:37;0;0;"@TOIPune Pune customs recover gold biscuits worth almost Rs 20 lakhs from Pune-Dubai SpiceJet flight . Biscuits were hidden underneath a seat.";;@TOIPune;;"929304571708456960";https://twitter.com/joysenguptaTOI/status/929304571708456960
FlightSafe;2017-11-11 16:05;0;0;"SpiceJet plane suffers tailstrike at Delhi #airport - The New @ietweet : http:// fat.ly/4aSCQ";;@ietweet;#airport;"929296526295183361";https://twitter.com/FlightSafe/status/929296526295183361
Siddique244;2017-11-11 15:32;0;0;"@flyspicejet Can I carry honor 13000 mAh power bank in hand baggage in SpiceJet B737 800 flight to Delhi from Hyderabad?";;@flyspicejet;;"929288126589059072";https://twitter.com/Siddique244/status/929288126589059072
FlightSafe;2017-11-11 15:04;1;0;"SpiceJet plane suffers tailstrike at Delhi #airport - Kashmir Reader : http:// fat.ly/4QQ2T";;;#airport;"929281196499988480";https://twitter.com/FlightSafe/status/929281196499988480
flyspicejet;2017-11-11 13:28;0;0;"Hi Munish, you may refer http://www. spicejet.com for flight details.";;;;"929256906102792192";https://twitter.com/flyspicejet/status/929256906102792192
reema_sathe;2017-11-11 13:14;2;1;"Tried @sattviko paan raisin on spicejet flight . Really good. Well done guys pic.twitter.com/CAdKssjvUp";;@sattviko;;"929253526114525190";https://twitter.com/reema_sathe/status/929253526114525190
thaimythbuster;2017-11-11 12:22;0;0;"Budget carrier SpiceJet on Thursday said that it would commence a daily direct flight on the Ahmedabad-Bangkok route from December 7, 2017.";;;;"929240523616997376";https://twitter.com/thaimythbuster/status/929240523616997376
BrijGopalJoshi;2017-11-11 10:56;0;0;"There was no direct flight from Ahmadabad to Bangkok, but now #SpiceJet to start direct flight from Dec 7 Some #CreditToRahulGandhi is surely due. pic.twitter.com/d42XtYJTYb";;;#SpiceJet #CreditToRahulGandhi;"929218835516764162";https://twitter.com/BrijGopalJoshi/status/929218835516764162
180thai;2017-11-11 08:38;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December - http://www. livemint.com/Companies/MbHy 2bBdw16cNMS8Eod0XO/SpiceJet-to-start-daily-AhmedabadBangkok-flight-from-7-Dece.html …";;;;"929183979567067136";https://twitter.com/180thai/status/929183979567067136
flyspicejet;2017-11-11 02:42;0;0;"Thank you for your words, Arun. We'll surely share this with our team. We hope you had a comfortable flight .";;;;"929094343788396544";https://twitter.com/flyspicejet/status/929094343788396544
YazdJBilimoria;2017-11-10 21:59;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// fb.me/6TZdotJuu";;;;"929023283110010882";https://twitter.com/YazdJBilimoria/status/929023283110010882
flyspicejet;2017-11-10 21:46;0;0;"Hi Sachin, as of now we do not operate from Bhopal and the above flight details does not belongs to us.";;;;"929019905952825344";https://twitter.com/flyspicejet/status/929019905952825344
flyspicejet;2017-11-10 21:31;0;0;"Apologies for the trouble. Your flight is affected due to bad weather at the destination. The flight is waiting for the clearance. Please connect with the crew on-board for assistance.";;;;"929016159621353474";https://twitter.com/flyspicejet/status/929016159621353474
flyspicejet;2017-11-10 20:49;0;0;"Hi Sujit, we do have a via flight available from Agartala to Delhi. Please visit http://www. spicejet.com for details.";;;;"929005558195093504";https://twitter.com/flyspicejet/status/929005558195093504
flyspicejet;2017-11-10 20:02;0;1;"Kindly visit http://www. spicejet.com for info regarding the flight timings as per your preferred date of travel.";;;;"928993694463561728";https://twitter.com/flyspicejet/status/928993694463561728
flyspicejet;2017-11-10 19:48;0;0;"We regret any inconvenience caused, Raj. Kindly help us with your flight details, so we may check the status.";;;;"928990147420422144";https://twitter.com/flyspicejet/status/928990147420422144
RajGogate;2017-11-10 19:44;0;0;"@flyspicejet One serious question. What is your average percentage of flight delays.... A. 90% B. 95% C. 99% D. 100% Fed up with your flight delays................. #spicejet #Delay #reputetoprotect";;@flyspicejet;#spicejet #Delay #reputetoprotect;"928989295007936512";https://twitter.com/RajGogate/status/928989295007936512
flyspicejet;2017-11-10 19:21;0;0;"We regret the discomfort caused. Your flight is waiting for its sequence to depart. Also your feedback has been noted regarding the staff and we will share this with the concerned team.";;;;"928983498437804033";https://twitter.com/flyspicejet/status/928983498437804033
MusafirNamah;2017-11-10 19:16;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from December 7 http:// bit.ly/2AAn6VC @flyspicejet #ahmedabadbangkokflight #ahmedabad #flight #aviation #airline";;@flyspicejet;#ahmedabadbangkokflight #ahmedabad #flight #aviation #airline;"928982165525630977";https://twitter.com/MusafirNamah/status/928982165525630977
s_arora_balance;2017-11-10 19:14;0;0;"@flyspicejet SG 193. Departure time 1845 hours. Still boarding. No delay announced. Unprofessional. 2. Staff sitting at 3E and 3F ( not crew of this flight ) jumped queues for bus and getting into plane. Not good. Staff has to set example. #complaint #spicejet #delhiairport pic.twitter.com/OlguFfSnYd";;@flyspicejet;#complaint #spicejet #delhiairport;"928981731025104897";https://twitter.com/s_arora_balance/status/928981731025104897
flyspicejet;2017-11-10 19:05;0;0;"Hi Samrat, as of now, we have a connecting flight available.";;;;"928979512942981120";https://twitter.com/flyspicejet/status/928979512942981120
Bookotrip_in;2017-11-10 16:25;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http://www. livemint.com/Companies/MbHy 2bBdw16cNMS8Eod0XO/SpiceJet-to-start-daily-AhmedabadBangkok-flight-from-7-Dece.html …";;;;"928939285541093376";https://twitter.com/Bookotrip_in/status/928939285541093376
flyspicejet;2017-11-10 14:51;0;1;"We deeply regret the inconvenience caused, Ashish. However, your flight is affected due to consequential impact of bad weather at Patna. As of now, it is expected to depart at 1805 hrs.";;;;"928915455028236289";https://twitter.com/flyspicejet/status/928915455028236289
InvGurInd;2017-11-10 12:00;0;0;"#SpiceJet to operate #Ahmedabad #Bangkok flight from #December 7 http:// ow.ly/oHYP30gtZ4n #AviationSector #Stock Market pic.twitter.com/QT5cT2Yy0d";;;#SpiceJet #Ahmedabad #Bangkok #December #AviationSector #Stock;"928872590390824960";https://twitter.com/InvGurInd/status/928872590390824960
cpt_t88;2017-11-10 11:49;0;0;"#SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December. http://www. livemint.com/Companies/MbHy 2bBdw16cNMS8Eod0XO/SpiceJet-to-start-daily-AhmedabadBangkok-flight-from-7-Dece.html …";;;#SpiceJet;"928869658081484800";https://twitter.com/cpt_t88/status/928869658081484800
flyspicejet;2017-11-10 11:06;1;5;"#TravelUpdate Due to poor visibility at Patna (PAT), all departures/arrivals and their consequential flights might get affected. Passengers are requested to keep a check on their flight status via http:// spicejet.com .";;;#TravelUpdate;"928858772335837184";https://twitter.com/flyspicejet/status/928858772335837184
flyspicejet;2017-11-10 10:36;0;0;"Hi, Sidiq, the flight SG-160 is scheduled to depart at 10:30 hours from Jammu and shall arrive in Sri Nagar at 11:20 hours. You may approach to any of our staff, we will be glad to assist you.";;;;"928851439136292866";https://twitter.com/flyspicejet/status/928851439136292866
hunnomad;2017-11-10 10:03;0;0;"RSOE EDIS Event Report - A domestic flight operated by SpiceJet scraped the tarmac when it landed in Delhi on... http:// fb.me/75CSi1xrn";;;;"928843127221301250";https://twitter.com/hunnomad/status/928843127221301250
flyspicejet;2017-11-10 09:42;0;0;"We have notified our staff in this regard. Further, as checked boarding for flight SG 2985 has started.";;;;"928837713897209856";https://twitter.com/flyspicejet/status/928837713897209856
flyspicejet;2017-11-10 09:18;0;0;"Your flight is delayed due to low visibility at Varanasi (VNS) and shall depart soon. Since, this was a last minute delay, we could not notify you earlier.Please bear with us.";;;;"928831687382917120";https://twitter.com/flyspicejet/status/928831687382917120
flyspicejet;2017-11-10 09:16;0;0;"Please note that alternate flight is provided as per the availability. Kindly write to us on custrelations@spicejet.com for further clarification.";;@spicejet;;"928831133671813121";https://twitter.com/flyspicejet/status/928831133671813121
flyspicejet;2017-11-10 09:12;0;0;"We sincerely regret any inconvenience. Your flight is delayed due to low visibility at Varanasi (VNS).";;;;"928830119006711808";https://twitter.com/flyspicejet/status/928830119006711808
flyspicejet;2017-11-10 09:11;0;0;"Kindly share your flight details so that we may check.";;;;"928829847949819904";https://twitter.com/flyspicejet/status/928829847949819904
pallaviagjain;2017-11-10 09:09;0;0;"#spicejet flight today from Jpr to Vns at 6.15 not taken off till 9.15 No announcement, absolutely rude ground staff,traveling with small unwell baby,but no concern. Shame @flyspicejet";;@flyspicejet;#spicejet;"928829508441927682";https://twitter.com/pallaviagjain/status/928829508441927682
flyspicejet;2017-11-10 08:52;0;0;"Your flight shall depart soon. Please bear with us.";;;;"928825058855759872";https://twitter.com/flyspicejet/status/928825058855759872
flyspicejet;2017-11-10 08:48;0;0;"Your flight SG 2195 is delayed due to low visibility at Varanasi (VNS) and shall depart soon. Your patience shall be appreciated.";;;;"928824206288076801";https://twitter.com/flyspicejet/status/928824206288076801
flyspicejet;2017-11-10 08:40;0;0;"Your flight shall depart soon, Chandni. Please bear with us.";;;;"928822220977094656";https://twitter.com/flyspicejet/status/928822220977094656
MusafirNamah;2017-11-10 08:06;1;2;"SpiceJet announces 20 new flights, includes frequencies on some routes http:// bit.ly/2yqaizl @flyspicejet #flights #flight #airlines #spicejet #aviation #chennai #goa #ahmedabad #jaipur , #jodhpur #goa";;@flyspicejet;#flights #flight #airlines #spicejet #aviation #chennai #goa #ahmedabad #jaipur #jodhpur #goa;"928813498003423232";https://twitter.com/MusafirNamah/status/928813498003423232
hashahmedabad;2017-11-10 07:55;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December - Livemint http:// ift.tt/2AwDNB0 #Ahmedabad #News";;;#Ahmedabad #News;"928810777066266624";https://twitter.com/hashahmedabad/status/928810777066266624
flyspicejet;2017-11-10 07:48;0;0;"We sincerely regret any inconvenience. Your flight is delayed due to low visibility at Varanasi (VNS). Since, this was a last minute delay, we could not notify you earlier.";;;;"928808999956357120";https://twitter.com/flyspicejet/status/928808999956357120
newssummeduphq;2017-11-10 06:46;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http://www. newssummedup.com/a/zesffb";;;;"928793499276795906";https://twitter.com/newssummeduphq/status/928793499276795906
flyspicejet;2017-11-10 06:20;0;0;"We sincerely apologize for the inconvenience caused. Your flight is facing consequential delay due to poor visibility at Amritsar (ATQ).";;;;"928786852580007937";https://twitter.com/flyspicejet/status/928786852580007937
flyspicejet;2017-11-10 05:47;0;0;"We regret any inconvenience. The boarding for your flight is about to complete and we'll be departing soon.";;;;"928778652170383360";https://twitter.com/flyspicejet/status/928778652170383360
flyspicejet;2017-11-10 05:44;0;0;"Please confirm your flight details so we may check.";;;;"928777748998365185";https://twitter.com/flyspicejet/status/928777748998365185
lcfndn17;2017-11-10 05:42;0;0;"On a spicejet flight to Chennai, boarding time printed as 5.20 am. Final boarding call announced at 5.15 am. What's up with that @flyspicejet ? It's now 5.40 and we're still sitting on the tarmac!";;@flyspicejet;;"928777378200821760";https://twitter.com/lcfndn17/status/928777378200821760
SkyAviationNews;2017-11-10 05:26;0;0;"Spicejet will operate a daily direct flight on Ahmedabad-Bangkok sector from December 7, apart from daily... http:// fb.me/2tjjCoe0Z";;;;"928773205103439872";https://twitter.com/SkyAviationNews/status/928773205103439872
flyspicejet;2017-11-10 05:19;1;1;"#TravelUpdate Due to poor visibility at Amritsar (ATQ), all departures/arrivals and their consequential flights might get affected. Passengers are requested to keep a check on their flight status via http://www. spicejet.com";;;#TravelUpdate;"928771568473272320";https://twitter.com/flyspicejet/status/928771568473272320
Punjabupdate;2017-11-10 03:57;0;0;"SpiceJet to operate Ahmedabad-Bangkok flight from December 7 - https://www. punjabupdate.com/2017/11/10/spi cejet-to-operate-ahmedabad-bangkok-flight-from-december-7.html … -";;;;"928750831645507584";https://twitter.com/Punjabupdate/status/928750831645507584
hashahmedabad;2017-11-10 03:10;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December - Livemint http:// ift.tt/2jgWpAP #Ahmedabad #News";;;#Ahmedabad #News;"928739034649841666";https://twitter.com/hashahmedabad/status/928739034649841666
airlivenet;2017-11-10 02:38;14;16;"ALERT Spicejet flight #SG2642 suffered a tail strike upon landing at Delhi Airport, India http:// ift.tt/2zr6vWo";;;#SG2642;"928730995741937664";https://twitter.com/airlivenet/status/928730995741937664
aviationsource;2017-11-10 02:34;2;1;"NEWS ALERT Spicejet flight #SG2642 suffered a tail strike upon landing at Delhi Airport, India http:// aviation-source.com/2017/11/09/ale rt-spicejet-flight-sg2642-suffered-a-tail-strike-upon-landing-at-delhi-airport-india/ … via @airlivenet pic.twitter.com/Ir8FRet811";;@airlivenet;#SG2642;"928730012848672769";https://twitter.com/aviationsource/status/928730012848672769
OfficeOfThakur;2017-11-10 02:27;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// fb.me/2rSoaHfgD";;;;"928728210182942720";https://twitter.com/OfficeOfThakur/status/928728210182942720
draub77;2017-11-09 22:19;0;0;"SpiceJet spreads wings; to connect Ahmedabad-Bangkok, add new flights http:// ecoti.in/jMj58Z Congratulations @flyspicejet expected a Mangalore-Kochi flight .A route with tremendous potential.";;@flyspicejet;;"928665979638259712";https://twitter.com/draub77/status/928665979638259712
flyspicejet;2017-11-09 21:36;0;0;"Alternatively, you may share the flight details with us. We will locate your booking.";;;;"928655092072321025";https://twitter.com/flyspicejet/status/928655092072321025
venkatprasad27;2017-11-09 21:07;0;0;"I was planning to book indigo flight for next week.... Hehe tks indigo for ur amazing service.. It's time to SpiceJet";;;;"928647740032032768";https://twitter.com/venkatprasad27/status/928647740032032768
hashahmedabad;2017-11-09 20:55;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December - Livemint http:// ift.tt/2hXK0hP #Ahmedabad #News";;;#Ahmedabad #News;"928644680782368768";https://twitter.com/hashahmedabad/status/928644680782368768
flyspicejet;2017-11-09 20:20;0;0;"Hi, your flight is affected due to consequential impact of congestion at previous sector. As of now, it is rescheduled to depart at 2030 hrs.";;;;"928635821762027521";https://twitter.com/flyspicejet/status/928635821762027521
vjshankar;2017-11-09 19:55;0;0;"SpiceJet was kind enough once to reroute me to Delhi on next direct flight , as previous one via Hyderabad was cancelled! They understand customer pain.";;;;"928629693066002432";https://twitter.com/vjshankar/status/928629693066002432
shalin5960;2017-11-09 19:51;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// ift.tt/2yLqpvS";;;;"928628594775031808";https://twitter.com/shalin5960/status/928628594775031808
IAS_Gurukul;2017-11-09 19:51;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// bit.ly/2yKJ2jq";;;;"928628584549376002";https://twitter.com/IAS_Gurukul/status/928628584549376002
allstartupsin;2017-11-09 19:46;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http://www. livemint.com/Companies/MbHy 2bBdw16cNMS8Eod0XO/SpiceJet-to-start-daily-AhmedabadBangkok-flight-from-7-Dece.html … pic.twitter.com/DWv7A8ORBv";;;;"928627271606272000";https://twitter.com/allstartupsin/status/928627271606272000
ZyiteGadgets;2017-11-09 19:45;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// ow.ly/JjPU50f59XR";;;;"928627133492187136";https://twitter.com/ZyiteGadgets/status/928627133492187136
abhilashapadhy;2017-11-09 19:45;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// ift.tt/2yLqpvS";;;;"928627030224228352";https://twitter.com/abhilashapadhy/status/928627030224228352
rvp;2017-11-09 19:44;0;0;"Via rvp Ravi VS Prasad - RT livemint " SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// bit.ly/2jf5Vol "";;;;"928626813127004161";https://twitter.com/rvp/status/928626813127004161
allstartupsin;2017-11-09 19:42;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http://www. livemint.com/Companies/MbHy 2bBdw16cNMS8Eod0XO/SpiceJet-to-start-daily-AhmedabadBangkok-flight-from-7-Dece.html … pic.twitter.com/Lpak3PbQS6";;;;"928626267158712320";https://twitter.com/allstartupsin/status/928626267158712320
livemint;2017-11-09 19:42;2;7;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December http:// bit.ly/2jf5Vol";;;;"928626265246052352";https://twitter.com/livemint/status/928626265246052352
AficionadoYash;2017-11-09 19:42;0;0;"SpiceJet to start daily Ahmedabad-Bangkok flight from 7 December";;;;"928626263211855872";https://twitter.com/AficionadoYash/status/928626263211855872
DJ_venkatesh;2017-11-09 18:38;0;4;"Spicejet starting seasonal nonstop Boeing flight on Delhi- #PortBlair sector from 10 Dec to 9 Feb";;;#PortBlair;"928610215863271424";https://twitter.com/DJ_venkatesh/status/928610215863271424
flyspicejet;2017-11-09 16:04;0;1;"We hope you had a pleasant flight , Dennis.";;;;"928571514072338433";https://twitter.com/flyspicejet/status/928571514072338433
flyspicejet;2017-11-09 16:02;0;0;"We hope you had a pleasant flight .";;;;"928570972315140096";https://twitter.com/flyspicejet/status/928570972315140096
salma_mansuri;2017-11-09 11:52;1;2;"@flyspicejet Yesterday afternoon I got the #Spicejet flight number 635 from Udaipur to Mumbai, I found my new trolley bag broken, they Broke the wheel of my wheeled bag Now tell me what to do ? My PNR number is F9DEFW pic.twitter.com/cZbLrO3XOc";;@flyspicejet;#Spicejet;"928507962447900672";https://twitter.com/salma_mansuri/status/928507962447900672
flyspicejet;2017-11-09 10:46;2;5;"All passengers are requested to cross check their flight status before leaving for the airport. (2/2)";;;;"928491437594894337";https://twitter.com/flyspicejet/status/928491437594894337
getvik9;2017-11-09 10:37;0;0;"@flyspicejet dear SpiceJet shall I think twice b4 choosing u. A 10:35 flight frm Patna to blr still security status.shall I say u suckss";;@flyspicejet;;"928489285233254400";https://twitter.com/getvik9/status/928489285233254400
bawa_sahil;2017-11-09 10:03;0;0;"@jayantsinha @flyspicejet Why are the airlines delaying the flight commencement for adampur airport.Delay due to DGCA approval or by spicejet ?";;@jayantsinha @flyspicejet;;"928480581855281153";https://twitter.com/bawa_sahil/status/928480581855281153
flyspicejet;2017-11-09 08:03;1;1;"Passengers are requested to keep a check on their flight status via http:// spicejet.com 2/2";;;;"928450416462872576";https://twitter.com/flyspicejet/status/928450416462872576
somarantr;2017-11-09 03:53;0;0;"Once again #flight mode going to on... ..... #spicejet .... — traveling to indra Gandhi International Airport... http:// fb.me/9qRXUQboQ";;;#flight #spicejet;"928387606412517376";https://twitter.com/somarantr/status/928387606412517376
akmishra9800;2017-11-09 00:01;0;0;"@jetairways Please start a direct flight from Chennai to Kolkata. Scared to travel by Indigo or SpiceJet . Air India is the only option left.";;@jetairways;;"928329094638452741";https://twitter.com/akmishra9800/status/928329094638452741
flyspicejet;2017-11-08 22:36;1;1;"Hi Himani, our flight to and fro Delhi are affected today due to massive congestion at Delhi. As checked, SG 264 is waiting for its sequence to depart. We regret any inconvenience caused.";;;;"928307840183181312";https://twitter.com/flyspicejet/status/928307840183181312
KunalB3;2017-11-08 21:40;0;3;"Oh. Hope SpiceJet introduces the same flight on a continued basis.";;;;"928293555587596288";https://twitter.com/KunalB3/status/928293555587596288
pradeepboob;2017-11-08 21:39;0;1;"@flyspicejet hey SpiceJet thank u very much for the much needed flight s in Jodhpur.. appreciate and applaud..";;@flyspicejet;;"928293343011864576";https://twitter.com/pradeepboob/status/928293343011864576
pixeljig;2017-11-08 21:30;0;0;"Our flight from jaisalmer to Jaipur got cancelled last minute and now we had to go look for hotels in jaisalmer again. No help from @flyspicejet whatsoever. Lost connection to Singapore as well.";;@flyspicejet;;"928291234619068416";https://twitter.com/pixeljig/status/928291234619068416
flyspicejet;2017-11-08 21:18;0;0;"Your flight is waiting for its sequence to depart, Varun.";;;;"928288220302864384";https://twitter.com/flyspicejet/status/928288220302864384
flyspicejet;2017-11-08 21:16;0;0;"Your flight is waiting for its sequence to depart, Aakarsh.";;;;"928287717405859840";https://twitter.com/flyspicejet/status/928287717405859840
flyspicejet;2017-11-08 21:01;0;0;"We're sorry to hear you're having trouble. As of now, your flight is expected to depart at 2110 hrs.";;;;"928283819894915072";https://twitter.com/flyspicejet/status/928283819894915072
ersumit07;2017-11-08 20:51;0;0;"My Boss is traveling via your flight , uske khane mein Jamalghota Milana hai, #spicejet";;;#spicejet;"928281362024620035";https://twitter.com/ersumit07/status/928281362024620035
flyspicejet;2017-11-08 20:37;0;0;"We regret the inconvenience caused due to delay,Ankit. However, your flight was affected due to consequential impact of congestion at previous sector. Regarding landing, we will definitely share this feedback with the concerned team for necessary review.";;;;"928277890092843009";https://twitter.com/flyspicejet/status/928277890092843009
Breathedreamgo;2017-11-08 20:21;0;4;"Holy bumpy landing! @spicejet just scared the %#*! out of me with #worstlandingever on flight #2462 from Jabalpur to Delhi. What happened?!?! #flying #flight";;@spicejet;# #worstlandingever #2462 #flying #flight;"928273677518495749";https://twitter.com/Breathedreamgo/status/928273677518495749
parthapuri1;2017-11-08 20:16;0;0;"I have booked my flight in Spicejet and will persuade all I know to boycott till legal activities are initiated by Indigo on behalf of the passenger against those 2 idiots.";;;;"928272561246412800";https://twitter.com/parthapuri1/status/928272561246412800
flyspicejet;2017-11-08 19:39;0;0;"As checked, your flight is delayed due to consequential impact of congestion at previous sector. As of now, it is expected to depart at 2015 hrs. Regret the inconvenience caused.";;;;"928263243373494273";https://twitter.com/flyspicejet/status/928263243373494273
flyspicejet;2017-11-08 18:46;0;0;"We know how frustrating flight disruptions are :( We'll certainly try our best to have you back on your way as soon as we can!";;;;"928249882833338368";https://twitter.com/flyspicejet/status/928249882833338368
flyspicejet;2017-11-08 18:41;0;0;"Hi Gajraj, sorry for the trouble. Kindly confirm your flight details, so we may check the status.";;;;"928248499090595840";https://twitter.com/flyspicejet/status/928248499090595840
flyspicejet;2017-11-08 18:38;0;0;"Hi Kiron, your flight SG 626 Kolkata-Chennai is rescheduled to depart at 2000 hrs. We are truly sorry for the delay and the inconvenience caused.";;;;"928247947388624896";https://twitter.com/flyspicejet/status/928247947388624896
flyspicejet;2017-11-08 18:18;0;0;"As checked, our team has already assisted you with an alternate flight for tomorrow.";;;;"928242762801037312";https://twitter.com/flyspicejet/status/928242762801037312
flyspicejet;2017-11-08 18:10;0;0;"We understand your disappointment, Ronak. Your flight is cancelled due to operational reasons. Pleas contact our ground staff or reservations team for assistance with alternate options.";;;;"928240910650916865";https://twitter.com/flyspicejet/status/928240910650916865
flyspicejet;2017-11-08 18:08;0;0;"We deeply regret the inconvenience caused due to delay, Shan. Your flight is delayed due to operational reasons.";;;;"928240373771542529";https://twitter.com/flyspicejet/status/928240373771542529
flyspicejet;2017-11-08 17:09;0;0;"As checked the flight is scheduled to depart at 0030 hrs on 02nd Dec 2017. Further, we request you to kindly delete this tweet as it contains your personal travel details.";;;;"928225343340658688";https://twitter.com/flyspicejet/status/928225343340658688
flyspicejet;2017-11-08 16:49;0;6;"#TravelUpdate : Due to massive Air Traffic Congestion at Delhi (DEL), all departures/arrivals and their consequential flights might get affected. Passengers are requested to keep a check on their flight status via http:// spicejet.com .";;;#TravelUpdate;"928220422725713920";https://twitter.com/flyspicejet/status/928220422725713920
flyspicejet;2017-11-08 16:44;0;0;"The PNR does not belongs to you, Avinash. Please help us with the flight details via DM, so we may further locate your booking.";;;;"928219207262601216";https://twitter.com/flyspicejet/status/928219207262601216
IrisPieris;2017-11-08 12:13;0;0;"Time of 45 min before boarding. Meanwhile, SpiceJet decided it was a thinly populated flight and preponed it by 30 minutes without informing the passengers. When I reached the counter, they told me I was late. I disagreed but they won’t budge. I obviously got emotional and angry";;;;"928151075273654272";https://twitter.com/IrisPieris/status/928151075273654272
Breathedreamgo;2017-11-08 12:08;0;0;"@Spicejet my flight 2642 from Jabalpur to Delhi is delayed by 1.5 hours. Any chance it will be delayed further? #DelhiSmog https:// twitter.com/flyspicejet/st atus/925960905900224512 …";;@Spicejet;#DelhiSmog;"928149740855762944";https://twitter.com/Breathedreamgo/status/928149740855762944
flyspicejet;2017-11-08 09:06;0;0;"Hi Rajiv, the flight SG-2984 Delhi to Jaisalmer shall depart from domestic terminal 1D.";;;;"928103876980387840";https://twitter.com/flyspicejet/status/928103876980387840
mishraaashish;2017-11-08 08:46;0;0;"@flyspicejet Dear Sir It's very bad experience in spicejet flight no SG3213 It's smelling very bad and mosquito is in flight . @jayantsinha @Ashok_Gajapathi Kindly do needful. It's feel suffocated in flight .";;@flyspicejet @jayantsinha @Ashok_Gajapathi;;"928098957841940480";https://twitter.com/mishraaashish/status/928098957841940480
flyspicejet;2017-11-08 01:30;0;0;"We hope you have enjoyed the flight .";;;;"927989187982139392";https://twitter.com/flyspicejet/status/927989187982139392
flyspicejet;2017-11-07 22:29;0;0;"Apologies for the delay. Flight SG-198 is estimated to depart at 23:15 Hrs.";;;;"927943702672113664";https://twitter.com/flyspicejet/status/927943702672113664
flyspicejet;2017-11-07 22:04;0;0;"Apologies for the delay. Your flight is estimated to depart at 23:15 Hrs.";;;;"927937423752884224";https://twitter.com/flyspicejet/status/927937423752884224
sanjayezhava;2017-11-07 21:37;27;39;"#Thanks @flyspicejet to Introduce #Chennai -Goa-Surat-Jodhpur &return flight . It will be a very big milestone for #Surat as well as #SpiceJet pic.twitter.com/vZYjJzg8nE";;@flyspicejet;#Thanks #Chennai #Surat #SpiceJet;"927930436851941377";https://twitter.com/sanjayezhava/status/927930436851941377
flyspicejet;2017-11-07 16:40;0;0;"Hi, Vikrant! Kindly help us with your flight details so that we can check and advise you accordingly.";;;;"927855685999529985";https://twitter.com/flyspicejet/status/927855685999529985
devinder_ps;2017-11-07 13:41;0;0;"An Indian Airlines just landed, but where's that flight ? Was most likely a Spicejet @flyspicejet";;@flyspicejet;;"927810803075465216";https://twitter.com/devinder_ps/status/927810803075465216
taptaptwits;2017-11-07 11:24;0;0;"All flight to/ from Delayed due Fog at Delhi Airport. One Indigo flight diverted to Jaipur. Spicejet flight delayed for 45 Mins at Jaipur. pic.twitter.com/LZ3Kt8pZDP";;;;"927776127828967424";https://twitter.com/taptaptwits/status/927776127828967424
ServicesNewtech;2017-11-06 20:09;0;0;"Spicejet Starts flight from Jaisalmer: http:// youtu.be/TdHe8WwFHEQ?a via @YouTube";;@YouTube;;"927545998964133888";https://twitter.com/ServicesNewtech/status/927545998964133888
flyspicejet;2017-11-06 19:00;0;0;"Sorry for the delay.Your flight shall depart shortly.";;;;"927528536625127424";https://twitter.com/flyspicejet/status/927528536625127424
flyspicejet;2017-11-06 18:17;0;1;"We hope you had a pleasant flight , Srikanth!";;;;"927517801480273920";https://twitter.com/flyspicejet/status/927517801480273920
Mijured;2017-11-06 16:23;0;2;"It’s all wet, hope it won’t rain, inside spicejet flight , #SpiceJet pic.twitter.com/mwsgoKAiI4";;;#SpiceJet;"927489146834313216";https://twitter.com/Mijured/status/927489146834313216
RationalistInd;2017-11-06 15:17;0;0;"@flyspicejet it seems that only Spicejet is afctd due to vip movment stuck in Goa for Delhi Flight scduled for 3:45 but bording not started";;@flyspicejet;;"927472444792717314";https://twitter.com/RationalistInd/status/927472444792717314
flyspicejet;2017-11-06 14:34;0;0;"Anish, flight is not cancelled. Your flight is operational. If you wish to cancel, cancellation fee shall be applicable.";;;;"927461668765949958";https://twitter.com/flyspicejet/status/927461668765949958
flyspicejet;2017-11-06 13:40;0;4;"Passengers are requested to keep a check on their flight status via http:// spicejet.com (2/2)";;;;"927448006823108608";https://twitter.com/flyspicejet/status/927448006823108608
flyspicejet;2017-11-06 13:37;0;2;"Passengers are requested to keep a check on their flight status via http:// spicejet.com (2/2)";;;;"927447455947296768";https://twitter.com/flyspicejet/status/927447455947296768
